2.129572680572429100e+00,6.299038503462330851e-01,1.000000000000000000e+00
1.888881797166726439e+00,1.462573014732188592e-01,1.000000000000000000e+00
-1.903570490364224765e-01,3.839928083710257845e-01,0.000000000000000000e+00
-4.044161892001291170e-01,1.952820076243196867e-01,1.000000000000000000e+00
3.730121638964445929e-01,-4.297156927888201028e-01,1.000000000000000000e+00
1.894720859814384983e+00,5.371821358371302590e-01,1.000000000000000000e+00
8.116396017421424469e-01,6.761467745101108484e-01,0.000000000000000000e+00
-1.177079640641058578e-02,9.341467412226583944e-01,0.000000000000000000e+00
-9.086752641730935220e-01,5.452107638880192564e-01,0.000000000000000000e+00
5.973765568273111670e-01,-7.623800364736779134e-01,1.000000000000000000e+00
-1.314390056163658338e+00,1.904535521022271416e-01,0.000000000000000000e+00
1.110123279881776448e-01,3.794480260754616308e-01,1.000000000000000000e+00
1.846064353493136467e+00,-6.718568205279693561e-01,1.000000000000000000e+00
1.672657827737386582e-01,5.104412319491612449e-01,0.000000000000000000e+00
3.160105999099521723e-02,-7.797424715629362735e-02,1.000000000000000000e+00
6.617756992377927805e-01,3.491268477521183855e-01,0.000000000000000000e+00
1.738486465983433149e+00,2.671951246553880277e-01,1.000000000000000000e+00
5.911836951539451990e-01,4.572235116160918711e-01,0.000000000000000000e+00
1.186457263641850224e+00,5.191050977862661231e-01,0.000000000000000000e+00
5.213537171745317167e-01,5.530497848580380182e-01,0.000000000000000000e+00
4.997550063643803053e-01,4.984498486983944820e-01,0.000000000000000000e+00
-8.526870493176684773e-01,2.398755091156389019e-01,0.000000000000000000e+00
-8.782208553154127184e-01,4.198922819704582476e-01,0.000000000000000000e+00
-3.387118690539100418e-01,1.002370043882150563e+00,0.000000000000000000e+00
1.722803233701489356e+00,-3.069029916723327034e-01,1.000000000000000000e+00
1.804072761934444546e+00,-1.754983900193479163e-01,1.000000000000000000e+00
1.388097805814146879e+00,-6.631883960659079591e-02,0.000000000000000000e+00
1.233682172246871378e+00,7.181751293321365637e-01,0.000000000000000000e+00
1.004414516722670792e+00,-2.400814440593463384e-01,1.000000000000000000e+00
6.777555271128270498e-01,2.285297602736376110e-01,0.000000000000000000e+00
1.904590216929525015e+00,-3.296063853428070622e-01,1.000000000000000000e+00
1.010950307312753704e+00,-1.829554388113082686e-01,1.000000000000000000e+00
-1.724548709123341905e-01,-1.811038887182942758e-01,1.000000000000000000e+00
1.304087895665519969e+00,-8.981991450360586882e-01,1.000000000000000000e+00
-7.172204480136030735e-01,5.259677395063190319e-01,0.000000000000000000e+00
7.706652511875953238e-01,-5.647222016159429980e-01,1.000000000000000000e+00
1.754287359508318822e+00,4.739015075128405474e-01,1.000000000000000000e+00
-6.974409790449892510e-01,6.034582863802576691e-01,0.000000000000000000e+00
1.818098745906943980e+00,3.155116910085700721e-01,1.000000000000000000e+00
-1.906950367785760492e-02,9.488575111314521138e-01,0.000000000000000000e+00
2.874965523046096871e-01,1.397332739060460183e+00,0.000000000000000000e+00
1.667701922049177998e+00,6.906523827894492928e-01,1.000000000000000000e+00
4.024546631692185183e-01,-1.129570981767123450e-01,1.000000000000000000e+00
9.078268224736630865e-01,3.560097547899482295e-02,1.000000000000000000e+00
-6.844266846136463078e-01,1.565750668975449011e+00,0.000000000000000000e+00
1.712555393733944609e+00,-1.506260781139960869e-01,1.000000000000000000e+00
1.868862361986364018e+00,-7.417173218606210039e-01,1.000000000000000000e+00
3.772117142158716296e-01,7.492338166941628907e-01,0.000000000000000000e+00
-4.493556373969352924e-01,8.863440010929445334e-01,0.000000000000000000e+00
4.427000993325476697e-01,-4.946290201441839174e-01,1.000000000000000000e+00
-7.470981042498570091e-02,6.277044621532635871e-01,0.000000000000000000e+00
-5.395822157570605571e-01,1.088056717737136525e+00,0.000000000000000000e+00
-3.256562757474494307e-01,6.129821752317585748e-01,0.000000000000000000e+00
-8.537472054988886061e-01,1.733965844512599108e-01,0.000000000000000000e+00
1.416041631127233469e+00,-1.128379398815003432e-01,1.000000000000000000e+00
5.093663801421128845e-01,-2.569319003460293627e-01,1.000000000000000000e+00
1.300621719295732281e-01,1.114959674582932214e+00,0.000000000000000000e+00
-2.569658676464873226e-01,1.006450505637654258e+00,0.000000000000000000e+00
2.487411743485390847e+00,4.574570230251223113e-01,1.000000000000000000e+00
-4.375535253784944567e-01,7.564829847040662747e-01,0.000000000000000000e+00
2.473167614263148406e-01,3.766270310271744304e-01,1.000000000000000000e+00
1.054820198119853947e+00,6.609833316823215954e-02,1.000000000000000000e+00
6.779842641850921670e-01,1.052531979915376281e+00,0.000000000000000000e+00
8.054545133182825500e-01,7.588308997673359757e-01,0.000000000000000000e+00
-7.938539805865528765e-01,4.963106376142362164e-01,0.000000000000000000e+00
5.000289429592186252e-03,9.526633873100089911e-01,0.000000000000000000e+00
-4.956292504601294002e-01,1.184324132944132746e+00,0.000000000000000000e+00
4.524677899370231349e-01,5.988758305895560685e-01,1.000000000000000000e+00
-3.281897067376027266e-02,7.081608266126172557e-01,0.000000000000000000e+00
-3.449161886893423734e-01,1.984141278486449278e-01,1.000000000000000000e+00
1.090051471268636218e+00,-8.495804892210094827e-01,1.000000000000000000e+00
-5.128913471837228677e-01,1.333575797211469460e+00,0.000000000000000000e+00
1.146289420654245994e+00,-5.553369480878256326e-03,1.000000000000000000e+00
-1.473972919319051500e-01,1.170545565651525344e+00,0.000000000000000000e+00
1.699238567786524046e+00,3.063779236384863158e-01,1.000000000000000000e+00
